Title,Id,Trailer Link,Director,Cast,genre_ids,Genre,Budget,Revenue,Overview,Homepage,Year,Runtime,Popularity,Adult,Release_Date,Original_Title,Original_Language,Tagline,Vote_Average,Vote_Count
Tum Bin 2,426785,https://www.youtube.com/watch?v=elyqJo1BD9c,Anubhav Sinha,"['Neha Sharma', 'Aditya Seal', 'Aashim Gulati', 'Meher Vij', 'Kanwaljit Singh', 'Sonia Balani', 'Alishah Ahmad', 'Mouni Roy', 'Emma Sarah Richardson', 'Stephanie Payne', 'Edward York', 'Nicola Jane Macdonald', 'Harry Verma', 'Aisha Ahmed', 'Farah Ahmed', 'Rom Blanco', 'Chris Donald', 'Davinder Madan', 'Ashley Napier', 'Sandali Sinha', 'Ishwak Singh', 'Samuel Gilbert-Davies']",,"Drama, Romance",0,0,"The film centers around the life of Taran, who loses her fiance Amar in a skiing accident. Her life changes when she meets Shekhar, who has seen the best and worst of times. The story explores old friendship, newfound love and a difficult decision.",,2016,147,2.697,False,2016-11-18,Tum Bin 2,hi,Sometimes you can't let go of the past... without facing it again.,7.0,11
Yaadein,39837,,Subhash Ghai,"['Hrithik Roshan', 'Kareena Kapoor Khan', 'Jackie Shroff', 'Rati Agnihotri', 'Amrish Puri', 'Kiran Rathod', 'Avni Vasa', 'Anang Desai', 'Madan Joshi', 'Dolly Bindra', 'Kamya Punjabi']",,Drama,0,0,"When Ronit meets Isha, both are attracted to each other and fall in love. They want to surprise Ronit's parents and Raj, and they accordingly decide to share this news with Raj, only to find out that Raj has been actively involved in trying to get Ronit married to Monishka Rai.",,2001,193,5.286,False,2001-07-27,यादें,hi,Memories to cherish...,5.661,28
Yeh Raaste Hain Pyaar Ke,305819,,Deepak S. Shivdasani,"['Ajay Devgn', 'Madhuri Dixit', 'Preity Zinta', 'Vikram Gokhale', 'Deep Dhillon', 'Smita Jaykar', 'Sunny Deol', 'Kiran Kumar', 'Rajeev Verma', 'Tiku Talsania']",,,0,0,"Two con artistes and car thieves, Vicky and Sakshi, are faced with death when they accidentally kill Bhanwarlal's brother. Bhanwarlal and his other brother both swear to avenge the death of their brother and mistakenly kill Rohit Verma, who is a look-alike of Vicky.",,2001,150,1.107,False,2001-08-10,Yeh Raaste Hain Pyaar Ke,hi,,4.7,6
Yeh Teraa Ghar Yeh Meraa Ghar,64049,,Priyadarshan,"['Suniel Shetty', 'Mahima Chaudhry', 'Saurabh Shukla', 'Aanjjan Srivastav', 'Suhasini Mulay', 'Asrani']",,"Comedy, Drama, Romance",0,0,"After the death of his dad, Dayashankar Pandey arranges the marriage of his two sisters. In debt, he goes to the city to ask the tenants to leave his house, as he intends to sell it and repay his debts. A woman, her two daughters, Jyoti, Saraswati, and one son, Chotu are living there. When Dayashankar asks them to vacate, they refuse. What results is Dayashankar's hilarious attempts to force them to vacate - from seeking legal advice; filing police reports; asking goons to remove them - moving in himself. Will Dayashankar succeed in his attempts to evict his tenants?",,2001,159,1.803,False,2001-10-12,ये तेरा घर ये मेरा घर,hi,,5.5,9
Yeh Zindagi Ka Safar,253705,,Tanuja Chandra,"['Ameesha Patel', 'Jimmy Shergill', 'Nafisa Ali', 'Gulshan Grover', 'Rajpal Yadav']",,,0,0,"Hindi pop-star, Sarina Devan, lives a wealthy lifestyle with her widowed businessman father, Vivek. She soon achieves considerable success and becomes immensely popular.",,2001,0,0.6,False,2001-11-16,Yeh Zindagi Ka Safar,en,,0.0,0
Zubeidaa,262120,,Shyam Benegal,"['Karisma Kapoor', 'Rekha', 'Manoj Bajpayee', 'Rajit Kapoor', 'Amrish Puri', 'Surekha Sikri', 'Farida Jalal', 'Shakti Kapoor', 'Lillete Dubey', 'Ravi Jhankal', 'Harish Patel', 'Rahul Singh', 'Parzaan Dastur', 'Smriti Mishra', 'Seema Bhargava', 'S M Zaheer']",,"Romance, Drama, History, Music",0,0,"Zubeidaa, an aspiring Muslim actress, marries a Hindu prince to become his second wife. Her tumultuous relationship with her husband, and her inner demons lead her to a decision which has fatal consequences for them all.",,2001,150,1.527,False,2001-01-19,ज़ुबेदा,hi,,4.8,12
16 December,46369,https://www.youtube.com/watch?v=aBmI3IgPju0,Mani Shankar,"['Milind Soman', 'Danny Denzongpa', 'Sushant Singh', 'Dipannita Sharma', 'Gulshan Grover']",,"Action, Thriller, Crime",0,0,Indian intelligence agents race against time to stop a renegade Pakistani terrorist from detonating a nuclear weapon in Delhi.  White collar crimes that drain the nation of precious foreign exchange is connected to the funding of international terrorism. The much-told Hollywood theme is retold in the Indian context with much needed technical wizadry.,,2002,158,1.744,False,2002-03-22,16 December,en,16 December,5.444,9
23rd March 1931: Shaheed,498713,,Guddu Dhanoa,"['Bobby Deol', 'Sunny Deol', 'Amrita Singh', 'Rahul Dev', 'Vicky Ahuja', 'Divya Dutta', 'Vivek Shauq', 'Sachin Khedekar', 'Suresh Oberoi', 'Shakti Kapoor', 'Raja Bundela', 'Aishwarya Rai Bachchan']",,"Drama, History",0,0,"Bhagat Singh, a freedom fighter, is arrested for killing the British official responsible for the death of his mentor Lala Lajpatrai. He is ultimately hanged for his misdeed.",,2002,185,0.994,False,2002-06-07,23rd March 1931: Shaheed,hi,,5.7,3
Aankhen,21982,,Vipul Amrutlal Shah,"['Amitabh Bachchan', 'Akshay Kumar', 'Sushmita Sen', 'Arjun Rampal', 'Paresh Rawal', 'Bipasha Basu', 'Aditya Pancholi', 'Kashmera Shah']",,"Crime, Thriller",0,0,"After his hatred of dishonesty costs him his job, an embittered man goes over to the dark side and plots to rob the bank he once managed.",,2002,165,4.232,False,2002-03-27,Aankhen,hi,A dangerous game is about to begin,6.509,53
Aap Mujhe Achche Lagne Lage,49518,,Vikram Bhatt,"['Hrithik Roshan', 'Ameesha Patel', 'Kiran Kumar', 'Mukesh Tiwari', 'Alok Nath', 'Nishigandha Wad', 'Madhuri Sanjeev', 'Shahbaaz Khan']",,"Action, Romance, Drama",1600000,13000000,"Sapna Dholakia desires nothing more than to be married to her love Rohit, but her conservative family and stubborn father will stop at nothing to make sure she marries the son of a friend of the family.",,2002,182,4.234,False,2002-04-19,आप मुझे अच्छे लगने लगे,hi,,5.5,15
Ab Ke Baras,117096,,Raj Kanwar,"['Arya Babbar', 'Amrita Rao', 'Ashutosh Rana', 'Ashish Vidhyarthi', 'Danny Denzongpa', 'Rajat Bedi', 'Shweta Menon']",,"Adventure, Fantasy, Drama, Thriller, Romance",0,0,"U.S. based Anjali Thapar (Amrita Rao) has repeated dreams of a parallel life in India, the temple of Devi Maa Durga, & some sword-wielding men on horseback. She and her mother consult a pandit, and he advises them to go to India to clear this matter up, as this pertains to her past life. Mr. Thapar will only let Anjali go there after she marries the man of his choice; so Anjali decides to run away. Her father alerts a ruthless CBI Officer Sikander Baksh (Danny Denzongpa), who is soon on her case. Anjali meets with car-thieves, Karan and his uncle (Arya Babbar and Shakti Kapoor respectively), and then begins her journey into a past life, as Nandini, the lover of freedom fighter Abhay (also Arya Babbar), and his subsequent death at the hands of British-aided traitor Tejeshwar Singhal (Ashutosh Rana).",,2002,169,1.109,False,2002-05-10,Ab Ke Baras,hi,,5.0,3
Agni Varsha,97350,,Arjun Sajnani,"['Amitabh Bachchan', 'Jackie Shroff', 'Raveena Tandon', 'Milind Soman', 'Prabhu Deva', 'Mohan Agashe', 'Kumar Iyengar', 'Sonali Kulkarni', 'Nagarjuna Akkineni']",,"Drama, Fantasy",0,25049,"Based on an incident from the Mahabharata and also made as a play on a Girish Karnad titled Fire in the Rain. The film features Amitabh Bachchan in a cameo appearance as Lord Indra. Jackie Shroff plays the main lead in the film as Puravasu the head priest, Raveena playing the role of his unfaithful wife in love with Yavakri. Nagarjuna played Yavakri the priest's jealous rival and Prabhudeva as a demon who kills Yavakri. While Milind Soman plays the younger brother of Jackie Shroff as Aravasu, the female lead opposite Milind is played by Sonali Kulkarni.",http://www.agnivarsha.com,2002,130,1.214,False,2002-08-30,अग्नि वर्षा,hi,An Epic Tale of Love & Scrifice,3.0,2
Akhiyon Se Goli Maare,158723,,Harmesh Malhotra,"['Govinda', 'Raveena Tandon', 'Govinda', 'Kader Khan', 'Johnny Lever', 'Asrani', 'Shakti Kapoor', 'Dinesh Hingoo', 'Avtar Gill', 'Sharat Saxena']",,"Comedy, Romance",0,0,"Akelinder or Bhangari Dada (Kader Khan) has a shop at Chor bazaar which he runs illegally, he lives with his wife and only daughter Kiran (Raveena Tandon). Bhangari wants his daughter to be married to a gangster, so he begins his search. He finds Shakti dada (Shakti Kapoor) and wants him to be married to Kiran but Kiran already loves Raj (Govinda), a wealthy man who has no links to crime. But in order to satisfy her dad, she persuades Raj to pose as a Gangster for time being. For this they search a Trainer called Subramaniam (Johnny Lever), who teaches Raj to act as a Gangster. Finally Raj becomes successful posing as a gangster but Bhangari's dad (Kader Khan) somehow appears and doesn't want Kiran to marry to a gangster. Will Raj be able to clean his image?",,2002,146,2.106,False,2002-08-02,Akhiyon Se Goli Maare,hi,,6.5,11
Disaster,819735,,,"['Sanjay Dutt', 'Suniel Shetty', 'Gautam Rode', 'Preeti Jhangiani', 'Ashutosh Rana', 'Vinod Kambali', 'Shweta Menon', 'Tinnu Anand']",,"Action, Thriller",0,0,"Jimmy, a crime boss, owes allegiance to his elder brother, Raghav, and introduces his friends, Bandya and Sameer, into the gang. Soon, Bandya is killed and Jimmy sets out to avenge his death.",,2002,0,0.6,False,2002-11-01,Annarth,hi,,3.0,0
Awara Paagal Deewana,115124,,Vikram Bhatt,"['Akshay Kumar', 'Aftab Shivdasani', 'Paresh Rawal', 'Preeti Jhangiani', 'Aarti Chabria', 'Amrita Arora', 'Suniel Shetty', 'Johnny Lever', 'Om Puri']",,"Comedy, Action",0,0,"Awara Paagal Deewana ((Hindi: आवारा पागल दीवाना), English: Wayward, Crazy, Insane) is a 2002 Bollywood action comedy directed by Vikram Bhatt. The film's music was composed by Anu Malik, and the lyrics by Sameer. Reduced to a henpecked husband, his dream of making it big and being independent in the USA, Dr. Anmol Acharya is, in short, disillusioned and sad. He is not alone, he has his father-in-law, Manilal in the same leaky boat with him. Then this family has a new neighbor, namely Gulu Gulab Khatri. They find out that he a crime lord from India, and has a price-tag of two crore rupees on his head. Anmol and Manilal's wife want their respective husbands to go to India and arrange to hand-over Khatri, so they can collect the dough. Anmol and Manilal do go to India, but things don't go well as planned, and the hapless duo end up as hostages by Chota Chatri and Yeda Anna, who have orders to kill Khatri, and anyone else who gets in their way.",,2002,169,3.582,False,2002-06-21,Awara Paagal Deewana,hi,Bollywood's answer to The Whole Nine Yards,5.5,36
Band Baaja Baaraat,52696,,Maneesh Sharma,"['Ranveer Singh', 'Anushka Sharma', 'Manmeet Singh', 'Manu Rishi Chadha', 'Manish Chaudhary', 'Shena Gamat', 'Manit Joura']",,"Comedy, Drama, Romance",0,0,"Shruti and Bittoo decide to start a wedding planning company together after they graduate from university, but romance gets in the way of business.",http://www.bandbaajabaaraat.com/,2010,139,8.187,False,2010-12-10,Band Baaja Baaraat,hi,,6.615,104
Badhaai Ho,547654,,Amit Sharma,"['Ayushmann Khurrana', 'Neena Gupta', 'Gajraj Rao', 'Sanya Malhotra', 'Surekha Sikri', 'Sheeba Chaddha', 'Alka Kaushal', 'Alka Amin', 'Ratheesh Balakrishnan Poduval']",,"Comedy, Romance, Drama",4000000,39000000,A 25-year-old man tries to suppress his embarrassment when his mother announces that she is pregnant.,,2018,125,7.602,False,2018-10-19,बधाई हो,hi,,7.361,115
Bollywood Queen,44367,,Jeremy Wooding,"['Preeya Kalidas', 'James McAvoy', 'Ray Panthaki', 'Ian McShane', 'Ciarán McMenamin', 'Kat Bhathena', 'Amerjit Deu', 'Karen David', 'Matt Bardock', 'Andy Beckwith', 'Jo Cameron Brown', 'Saraj Chaudhry', 'Ronny Jhutti', 'Lalita Ahmed', 'Giada Dobrzenska', 'Fahar Faizaan', 'Jade Hudson', 'Renu Setna']",,"Drama, Music, Romance",0,0,A cross cultural romance set in London's East End about a young girl of Indian heritage.,,2002,89,2.622,False,2002-12-11,Bollywood Queen,en,,6.0,6
Bomb the System,41613,https://www.youtube.com/watch?v=4sEzBg9L1s8,Adam Bhala Lough,"['KaDee Strickland', 'Mark Webber', 'Jade Yorker', 'Kumar Pallana', 'Lee Quiñones']",,"Drama, Action",0,0,"Anthony ‘Blest’ (Mark Webber) is one of the most talented and notorious graffiti artists in New York City. Despite the tragic loss of his older brother during a nightly 'bombing' foray with a graffiti crew, Anthony has the same insatiable addiction. With the other members of his ‘crew,’ Anthony parties, shoplifts spray-paint and 'tags' virgin walls with his signature 'Blest.' He does his best to avoid run-ins with the cops and hostile rival crews, but he can’t avoid the pressure from his mother to attend college, and from his girlfriend to leave New York with her. As tensions rise, a physical threat from the cops causes the crew to intensify their bombing excursions, calling an all out war on the city. When the inevitable confrontation happens, a tragedy results that pushes Anthony to make a decision that has even darker consequences.",http://www.bombthesystem.com/,2002,93,3.209,False,2002-08-02,Bomb the System,en,Graffiti Can Be A Powerful Weapon,7.0,13
Chalo Ishq Ladaaye,158807,,Aziz Sajaawal,"['Govinda', 'Rani Mukerji', 'Sanjay Suri', 'Gulshan Grover', 'Mink Brar', 'Johnny Lever', 'Kader Khan', 'Asrani', 'Zohra Sehgal', 'Suniel Shetty']",,,0,0,"Popular but lonely Bollywood actress, Rani, lives a fairly isolated life, through publicly she is thronged by fans, and has taken to drinking alcohol in a big way. Thus intoxicated she runs her vehicle into a young man named Pappu, who suffers minor injuries. He recognizes her, and tells her that he is her number one fan, and will do anything for her. She wants him to kill her double-timing boyfriend, Rahul. He agrees to do so, provided she kills his overbearing, aged grandmother, to which she agrees. After Pappu completes his gruesome task, he meets with Rani, only to be told that she does not recognize him, but when presented with proof, she relents and agrees to fulfill her part of this trade.",,2002,141,3.701,False,2002-11-07,चलो इशक़ लड़ायें,hi,,4.65,9
Chor Machaaye Shor,309386,,David Dhawan,"['Bobby Deol', 'Shilpa Shetty Kundra', 'Bipasha Basu', 'Om Puri', 'Rajpal Yadav', 'Shiva Rindani']",,Comedy,0,0,"After serving a two-year stretch in the slammer, thief Shyam Singh (Bobby Deol) returns to his secret hiding place to retrieve a priceless stolen diamond, only to discover that the site has become a police precinct. To gain entry, Shyam masquerades as a cop but soon arouses the suspicions of a fellow officer (Om Puri). Director David Dhawan's action comedy also stars Bipasha Basu, Paresh Rawal and Shilpa Shetty.",,2002,145,2.155,False,2002-08-23,Chor Machaaye Shor,hi,,3.667,3
Company,15761,,Ram Gopal Varma,"['Ajay Devgn', 'Vivek Oberoi', 'Mohanlal', 'Manisha Koirala', 'Seema Biswas', 'Antara Mali', 'Isha Koppikar', 'Rajpal Yadav', 'Urmila Matondkar', 'Mukesh Bhatt', 'Vijay Raaz', 'Akash Khurana', 'Rajendra Sethi']",,"Action, Crime, Drama",1500000,6000000,"Mallik is a henchman of Aslam Bhai, a Mumbai underworld kingpin. He inducts local hothead Chandu into the gang, and the two of them soon form a formidable faction within the gang, eventually displacing Aslam. As the empire grows, however, the two of them start drifting apart.",http://www.companythefilm.com/,2002,156,5.813,False,2002-04-15,Company,hi,A Law & Order Enterprise,6.655,55
Deewangee,78827,,Anees Bazmee,"['Ajay Devgn', 'Akshaye Khanna', 'Urmila Matondkar', 'Farida Jalal', 'Seema Biswas', 'Tiku Talsania', 'Nirmal Pandey', 'Suresh Oberoi', 'Neelam Kothari', 'Suhasini Mulay', 'Vijayendra Ghatge', 'Mohan Kapur', 'Nishigandha Wad', 'Mazhar Khan']",,"Crime, Drama, Mystery, Thriller",0,0,"Hired by a singer to defend her friend, who has been accused of murder, a formidable lawyer learns that the man he represents may not be innocent.",,2002,156,2.88,False,2002-10-25,Deewangee,hi,,6.429,14
Devdas,685057,,Chashi Nazrul Islam,"['Kabori Sarwar', 'Bulbul Ahmed', 'Anowara']",,"Drama, Romance",0,0,Devdas is a Bengali-language film based on the Sharat Chandra Chattopadhyay novel Devdas. It is the first Bangladeshi version of the story and the first colour film version in Bangladesh. It was the first of two versions directed by Chashi Nazrul Islam.,,1982,144,0.623,False,1982-03-12,Devdas,bn,,4.0,1
Dil Hai Tumhaara,175614,,Kundan Shah,"['Preity Zinta', 'Mahima Chaudhry', 'Jimmy Shergill', 'Arjun Rampal', 'Rekha', 'Alok Nath', 'Sachin Khedekar', 'Govind Namdeo', 'Aanjjan Srivastav', 'Dilip Joshi']",,"Drama, Romance",0,0,Some twenty years ago Sarita promised to raise her husband's love child (Shalu) together with their own daughter (Nimmi). The girls grow up as the best of friends but Sarita has never been able to forgive Shalu her background. It doesn't make it better when she sees Shalu getting close to the man Nimmi is also in love with.,,2002,185,5.82,False,2002-09-05,दिल है तुम्हारा,hi,,5.9,21
Dil Vil Pyar Vyar,214066,,Ananth Narayan Mahadevan,"['R. Madhavan', 'Jimmy Shergill', 'Sanjay Suri', 'Namrata Shirodkar', 'Sonali Kulkarni', 'Hrishitaa Bhatt', 'Raqesh Bapat', 'Bhavna Pani', 'Asrani', 'Gulshan Grover', 'Riya Sen', 'Dipannita Sharma', 'Mini Mathur', 'Tom Alter', 'Gufi Paintal', 'Murali Sharma']",,"Romance, Drama",0,0,"Three friends, who have known each other for a long time, decide to enter a singing and musical competition. The events that lead to this competition, and their personal lives, including their romantic ties, is the theme of this movie. Included are popular Burman Movie songs, a delight to hear any time.",,2002,159,2.275,False,2002-10-18,दिल विल प्यार व्यार,hi,,5.3,5
EK Chotti Si Love Story,117142,https://www.youtube.com/watch?v=sFCXfFO7p6M,Shashilal K. Nair,"['Manisha Koirala', 'Aditya Seal']",,Drama,0,0,"Ek Chotisi Love Story (English: One Small Love Story) is a 2002 romantic film directed by Shashilal K. Nair. The film is an adaptation of Krzysztof Kieślowski's A Short Film About Love (Krótki film o miłości 1988). It is a story of 15-year-old Aditya (Aditya Seal) and his voyeuristic love of his nameless neighbor (Manisha Koirala) featuring bathroom masturbation scenes — which are virtually unseen in Bollywood. Soon Aditya’s hobby turns into infatuation as he begins to follow her movements closely. He feels sexually drawn towards her when he sees her coming out of her bath, her hair dripping wet. He feels jealous when he catches her making love with her boyfriend (Ranvir Shorey).  Manisha is unaware of her secret admirer. When the boy musters up the courage and speaks his heart to her, she takes it in her stride and gives him a little teaser on adolescent love.",,2002,145,0.613,False,2002-09-06,EK Chotti Si Love Story,hi,,4.625,8
Encounter: The Killing,310905,,,[],,,0,0,"Inspector Sam Bharucha (Naseeruddin Shah) is an honest and diligent Police Inspector. He frequently comes across youth gangs, calling themselves ""bhai"". He also has marital problems with his son himself calling himself a ""bhai"", and associating with criminal elements. One day during one of this patrols, there is a shoot-out between a youth gang and his police party. A number of youth are killed.",,2002,0,0.6,False,2002-08-09,Encounter: The Killing,en,,0.0,0
Filhaal...,166870,,Meghna Gulzar,"['Sushmita Sen', 'Tabu', 'Sanjay Suri', 'Palash Sen']",,,0,0,"Rewa Singh (Tabu) and Sia Sheth (Sushmita Sen) are best friends. Having grown up together, the pair are inseparable and are always there for each other. They are very different when it comes to marriage and commitment.",,2002,0,1.304,False,2002-02-01,Filhaal...,hi,,0.0,0
The Wound,554503,,Kumar Jay,"['Pankaj Berry', 'Rahul Bhat', 'Seema Biswas', 'Gulrez', 'Govind Namdeo', 'Harish Patel', 'Om Puri', 'Veerendra Saxena', 'Shekhar Shukla', 'Nandita Thakur', 'Deepak Tijori', 'Mita Vasisht', 'Anant Jog', 'Gayathri']",,"Action, Crime, Drama",0,0,"Jogi Thakur (Govind Namdev) is the power behind the ruling party ministers in Bombay City, and not only rules over the underworld, but also over the law-makers; the Home Minister (Anant Jog); the Police Commissioner (Virendra Saxena), and police officers all over the city. The Police of the City are on the look out for an escaped convict Tanya (Seema Biswas). The police are assisted by Sarja (Mita Vasisht), who is the Warden of the prison that Tanya broke out from. Tanya has confessed to killing her husband, Jayant (Pankay Berry). At every encounter with Tanya, in prison or out, Sarja severely and mercilessly beats up Tanya to a pulp, but Tanya keeps eluding the law, and with the help of Journalist Pooja (Gulrez), her friends Rahul (Rahul Bhatt) and Vicky (Deepak Tijori) hopes to unravel the mystery behind the death of her husband Jayant (Pankaj Berry); find her missing sister-in-law Guddi (Gayatri); and seek justice.",,2002,124,0.665,False,2002-12-27,Ghaav,hi,The Wound,0.0,0
Gunaah,295811,,Amol Shetge,"['Dino Morea', 'Bipasha Basu', 'Irrfan Khan', 'Ashutosh Rana', 'Yashpal Sharma']",,Drama,0,0,"Tough cop Prabha (Bipasha Basu) is haunted by the demons of her past. Being an illegitimate daughter of a prostitute, she has had a very bad childhood and there once occurred an incident in her life when she was driven to the point of committing a murder. But today, now that she is a cop, she believes that she can clear her conscience by reforming a criminal. Prabha's life is turned topsy-turvy with the entry of Aditya (Dino Morea), who is a good person at heart but was forced to take the path of crime due to the wrong doing of the system. Prabha goes to Aditya's house to nab him, but gets carried away when she sees him bathing....",,2002,135,1.343,False,2002-01-03,Gunaah,hi,A tale of forbidden love...,5.583,6
Haan Maine Bhi Pyaar Kiya,165979,,Dharmesh Darshan,"['Akshay Kumar', 'Karisma Kapoor', 'Abhishek Bachchan', 'Shakti Kapoor', 'Simone Singh', 'Mohnish Behl', 'Shweta Menon', 'Himani Shivpuri', 'Navneet Nishan', 'Supriya Karnik', 'Upasna Singh', 'Dolly Bindra', 'Razak Khan', 'Kader Khan', 'Sophiya Haque']",,"Romance, Music",0,0,"Shiv (Abhishek Bachchan) and Pooja (Karisma Kapoor) are happily married to each other but sometimes can get into the most petty arguments coming from the way they approach life. Shiv takes each day as it comes whilst Pooja's imagination sometimes gets the best of her. Pooja falls in love with Shiv so much that she gives up her high rising career for him and settles as a housewife. Their in-difference gets worse and Pooja is soon convinced that Shiv has been unfaithful. Pooja asks for a divorce and leaves him. She carries on with life and meets Raj (Akshay Kumar). Raj has everything anyone could ask for: money, fame but not love something he has craved for some time. He falls for Pooja and she also begins to like him. They get engaged and as the wedding approaches, Shiv re-enters Pooja's life. Old feelings and emotions come rushing back and she finds herself torn between two men. Who does she choose...?",,2002,174,1.715,False,2002-02-15,Haan Maine Bhi Pyaar Kiya,hi,,4.938,9
Hathyar,326804,,J. P. Dutta,"['Dharmendra', 'Sanjay Dutt', 'Rishi Kapoor', 'Asha Parekh']",,,0,0,"Hathyar is the story of a simple Thakur (Kulbhushan Kharbanda), who comes to Bombay with his wife (Asha Parekh) and son, Avinash (Sanjay Dutt) only to find the same lawlessness he thought he left behind.",,1989,180,0.754,False,1989-01-01,Hathyar,hi,,7.0,3
Hum Kisi Se Kum Nahin,97437,,David Dhawan,"['Ajay Devgn', 'Sanjay Dutt', 'Amitabh Bachchan', 'Aishwarya Rai Bachchan', 'Paresh Rawal', 'Satish Kaushik', 'Annu Kapoor', 'Mukesh Rishi', 'Ashish Vidhyarthi', 'Shahbaz Khan', 'Asad Aleem', 'Avtar Gill', 'Ram Mohan', 'Supriya Karnik', 'Ali Asgar', 'Himani Shivpuri', 'Shashi Kiran', 'Rajpal Yadav', 'Vivek Vaswani', 'Viju Khote', 'Javed Khan', 'Razak Khan', 'Amit Unadkat', 'Navin Nischol']",,"Action, Comedy, Drama, Romance",0,0,"The movie revolves around Munnabhai a dreaded but good-hearted underworld don of Mumbai. Once while beating up one of his foes, he sees Komal and is so smitten by her beauty that he starts visualizing her wherever he goes and in whatever he does. Not understanding this new phenomenon in Munnabhai""s life, his men take him to Doctor Rastogi. The Doctor realizes it""s a love virus so he advises him to woo the girl somehow, not realizing that Munnabhai has fallen for none other than his own younger sister Komal. Munnabhai starts wooing Komal but she is in love with Raja, a local vagabond doing nothing except working in a bowling alley as a bouncer. It is not long before the doctor realizes that his underworld patient is in love with his own sister, so he decides to take her to Malaysia and get her married off...",,2002,161,2.451,False,2002-05-31,हम किसी से कम नहीं,hi,,5.7,13
Hum Pyar Tumhi Se Kar Baithe,685237,,Mohan Singh Rathor,[],,,0,0,"Mamta leaves her husband, Vikas when she realizes that he has criminal associates, and thereby spare their son, Vishwas, from any bad influence. Mamta's luggage is stolen at the railway station by a mother and son team of thieves, who are subsequently run over by a train, leaving the police to conclude from the badly mutilated bodies, that they are those of Mamta and Vishwas. Vikas is grief stricken. Shortly thereafter he has to look after the only daughter, Priya, of two friends, after his associates kill them. Years later, Priya, has grown up.",,2002,138,0.6,False,2002-11-08,Hum Pyar Tumhi Se Kar Baithe,hi,,2.0,1
Hum Tumhare Hain Sanam,90634,,K. S. Adiyaman,"['Shah Rukh Khan', 'Salman Khan', 'Madhuri Dixit', 'Atul Agnihotri', 'Suman Ranganathan', 'Alok Nath', 'Aruna Irani', 'Laxmikant Berde', 'Vikas Anand', 'Dinesh Hingoo', 'Aishwarya Rai Bachchan']",,"Drama, Romance",4800000,14000000,"Radha and Suraj have been friends since childhood. Gopal has been in love with Radha ever since they spent a few years together as kids. Years later, Gopal's guardian proposes to Radha a marriage with Gopal, and she accepts.",,2002,174,7.71,False,2002-05-24,हम तुम्हारे हैं सनम,hi,,5.6,40
Humraaz,165404,,Mustan Alibhai Burmawalla,"['Bobby Deol', 'Akshaye Khanna', 'Ameesha Patel']",,"Action, Romance, Thriller",0,0,"A wealthy industrialist and business man named Raj Singhania lives in Bombay, India. He reaches up with a music band in which Karan Malhotra is the leader and Priya is his right-hand and sweetheart. Karan finds that it is not easy to achieve one's merit. A contract made between the two for his band to sing on a crusade for Raj. He agrees to do so and later on conspire with his girlfriend Priya to take over Raj vast estate by setting up his girlfriend to marry Raj fakely. On a chance encounter one day Raj and Priya both meet, where by Raj fall head over heals in love with Priya.",,2002,173,2.55,False,2002-07-26,Humraaz,hi,Karan and Priya Share a secret Raj wants to know the secret.,6.4,18
Jaani Dushman: Ek Anokhi Kahani,159436,,Rajkumar Kohli,"['Sunny Deol', 'Sonu Nigam', 'Akshay Kumar', 'Suniel Shetty', 'Arshad Warsi', 'Sharad S. Kapoor', 'Aftab Shivdasani', 'Aditya Pancholi', 'Arman Kohli', 'Manisha Koirala', 'Rambha', 'Kiran Rathod', 'Pinky Campbell', 'Amrish Puri', 'Upasna Singh', 'Shahbaz Khan', 'Rajat Bedi', 'Aman Verma', 'Raza Murad', 'Jaspal Bhatti', 'Kiran Kumar', 'Raj Babbar']",,"Action, Fantasy, Thriller",0,0,"Diyva and Karan Saxena are in love and plan to marry. Karan has a younger step-brother, Vivek Saxena who he looks after him as though he were his own brother. Divya and Vivek hang out with quite a few young people of their own age, Atul, Vijay, Prem, Ashok, Nita, Rashmi, Niki, and Priti, just to name a few. Two male members try to sexually molest Divya, and get a sound thrashing from Karan. After apologizing, these two members decide to avenge their beating and humiliation. After entrapping Divya, they sexually molest her to such an extent that Divya attempts to kill herself. Unknown to Divya, she was the lover of Kapil a snake with magical powers, in a previous life. Their love life was shattered by an angry sage who cursed them with separation until the 21st century. Divya, who was called Vasundhara in her previous life, dies after this curse, and is reborn as Divya.",,2002,179,3.536,False,2002-08-16,Jaani Dushman: Ek Anokhi Kahani,hi,An Incredible Tale,4.55,19
War and Peace,143795,,Anand Patwardhan,"['Anand Patwardhan', 'Raja Ramanna', 'Atal Bihari Vajpayee', 'Sheema Kermani']",,Documentary,0,0,"Documentary about the nuclear sabre-rattling that has been going on between India and Pakistan. Comprised mostly of interviews with average folks on the street, the movie superbly demonstrates the gulf between the people's will and the greed of those in power.",,2002,148,0.84,False,2002-04-14,War and Peace,hi,,6.3,3
